passaporte_num,sobrenome,nome,data_nasc,sexo,naturalidade,filiacao1,filiacao2,autoridade,data_expedicao,valido_ate,mrz_linha1,mrz_linha2,rg,nome_assinatura
NI503249,DA CUNHA,IAN,11/06/1993,M,MARQUES/SP,ANA BEATRIZ PINTO,DANILO CASSIANO,SR/PF/SP,30/06/2025,28/06/2035,P<USADA<CUNHA<<IAN<<<<<<<<<<<<<<<<<<<<<<<<<<,NI503249<7USA9306118M350628<<<<<<<<<<<<<<<<<,645280173,Ian Da Cunha
BB671592,MOREIRA,HELOISA,30/05/1954,F,FONSECA/TO,FELIPE ALVES,ISADORA DA COSTA,SR/PF/TO,07/01/2025,05/01/2035,P<USAMOREIRA<<HELOISA<<<<<<<<<<<<<<<<<<<<<<<,BB671592<7USA5405308F350105<<<<<<<<<<<<<<<<<,048235611,Heloisa Moreira
LJ457776,DA ROCHA,RAVI,13/05/1989,M,JESUS/MT,PEDRO LUCAS BORGES,ANA LIVIA DA LUZ,SR/PF/MT,09/03/2025,07/03/2035,P<USADA<ROCHA<<RAVI<<<<<<<<<<<<<<<<<<<<<<<<<,LJ457776<7USA8905138M350307<<<<<<<<<<<<<<<<<,541620381,Ravi Da Rocha
FN928559,PINTO,MELISSA,31/07/1977,F,MOREIRA/SC,DR. LUCAS FOGACA,KAMILLY MELO,SR/PF/SC,30/09/2022,27/09/2032,P<USAPINTO<<MELISSA<<<<<<<<<<<<<<<<<<<<<<<<<,FN928559<7USA7707318F320927<<<<<<<<<<<<<<<<<,318025474,Melissa Pinto
KI720925,CARVALHO,STEPHANY,07/07/1989,F,MACHADO VERDE/PR,ANTONY PASTOR,SR. RAVY CAMARA,SR/PF/PR,11/01/2021,09/01/2031,P<USACARVALHO<<STEPHANY<<<<<<<<<<<<<<<<<<<<<,KI720925<7USA8907078F310109<<<<<<<<<<<<<<<<<,640287153,Stephany Carvalho
FS140697,PASTOR,MARIA EDUARDA,20/01/1968,F,PASTOR DO OESTE/PE,RAVI CASTRO,ANA LAURA PIMENTA,SR/PF/PE,14/04/2023,11/04/2033,P<USAPASTOR<<MARIA<EDUARDA<<<<<<<<<<<<<<<<<<,FS140697<7USA6801208F330411<<<<<<<<<<<<<<<<<,850124761,Maria Eduarda Pastor
OR878552,CAVALCANTI,MARIA HELENA,18/04/1996,F,ALVES/PE,ISADORA PACHECO,ESTER MACHADO,SR/PF/PE,17/03/2023,14/03/2033,P<USACAVALCANTI<<MARIA<HELENA<<<<<<<<<<<<<<<,OR878552<7USA9604188F330314<<<<<<<<<<<<<<<<<,721605837,Maria Helena Cavalcanti
FB377386,VASCONCELOS,KAIQUE,24/01/1976,M,LIMA/RO,CALEB ALBUQUERQUE,LUIZ FERNANDO ROCHA,SR/PF/RO,16/02/2021,14/02/2031,P<USAVASCONCELOS<<KAIQUE<<<<<<<<<<<<<<<<<<<<,FB377386<7USA7601248M310214<<<<<<<<<<<<<<<<<,036274811,Kaique Vasconcelos
YG934455,VIANA,ENZO GABRIEL,20/11/1956,M,CAMARGO/MS,ELOA JESUS,SARAH DA CONCEICAO,SR/PF/MS,27/10/2023,24/10/2033,P<USAVIANA<<ENZO<GABRIEL<<<<<<<<<<<<<<<<<<<<,YG934455<7USA5611208M331024<<<<<<<<<<<<<<<<<,045682318,Enzo Gabriel Viana
JV712709,SIQUEIRA,EMILLY,07/01/2002,F,FARIAS/ES,LARA VASCONCELOS,HELOISA ANDRADE,SR/PF/ES,15/09/2022,12/09/2032,P<USASIQUEIRA<<EMILLY<<<<<<<<<<<<<<<<<<<<<<<,JV712709<7USA0201078F320912<<<<<<<<<<<<<<<<<,537418027,Emilly Siqueira
AO109744,CARVALHO,DANILO,25/05/1963,M,SA DA SERRA/RO,JOSUE GONCALVES,BRUNA CALDEIRA,SR/PF/RO,14/12/2021,12/12/2031,P<USACARVALHO<<DANILO<<<<<<<<<<<<<<<<<<<<<<<,AO109744<7USA6305258M311212<<<<<<<<<<<<<<<<<,781602531,Danilo Carvalho
BU290267,PEREIRA,THEO,05/01/1958,M,MONTENEGRO/PA,ISABEL MENDES,DR. JOSUE CUNHA,SR/PF/PA,16/11/2023,13/11/2033,P<USAPEREIRA<<THEO<<<<<<<<<<<<<<<<<<<<<<<<<<,BU290267<7USA5801058M331113<<<<<<<<<<<<<<<<<,302516748,Theo Pereira
ZH135640,SILVA,LUCAS GABRIEL,06/11/1970,M,FOGACA PAULISTA/GO,DRA. MIRELLA VASCONCELOS,GAEL HENRIQUE BARBOSA,SR/PF/GO,16/06/2022,13/06/2032,P<USASILVA<<LUCAS<GABRIEL<<<<<<<<<<<<<<<<<<<,ZH135640<7USA7011068M320613<<<<<<<<<<<<<<<<<,648215039,Lucas Gabriel Silva
FM026298,VASCONCELOS,JOAQUIM,27/12/1991,M,ARAUJO/BA,MAYA MENDONCA,ARTHUR GABRIEL NUNES,SR/PF/BA,26/12/2021,24/12/2031,P<USAVASCONCELOS<<JOAQUIM<<<<<<<<<<<<<<<<<<<,FM026298<7USA9112278M311224<<<<<<<<<<<<<<<<<,308462750,Joaquim Vasconcelos
BZ632482,DA MOTA,CATARINA,01/08/1969,F,NOVAIS DAS PEDRAS/DF,ANTONY CASA GRANDE,SARA PASTOR,SR/PF/DF,03/01/2022,01/01/2032,P<USADA<MOTA<<CATARINA<<<<<<<<<<<<<<<<<<<<<<,BZ632482<7USA6908018F320101<<<<<<<<<<<<<<<<<,134587261,Catarina Da Mota
SV383294,CAMARGO,DIOGO,31/10/1995,M,CASSIANO ALEGRE/SP,ENZO OLIVEIRA,CLARA FOGACA,SR/PF/SP,17/02/2024,14/02/2034,P<USACAMARGO<<DIOGO<<<<<<<<<<<<<<<<<<<<<<<<<,SV383294<7USA9510318M340214<<<<<<<<<<<<<<<<<,37580416X,Diogo Camargo
JQ629503,GOMES,JOSUE,07/01/1952,M,FERNANDES VERDE/MT,MAYA NOVAIS,EDUARDA SILVEIRA,SR/PF/MT,02/05/2023,29/04/2033,P<USAGOMES<<JOSUE<<<<<<<<<<<<<<<<<<<<<<<<<<<,JQ629503<7USA5201078M330429<<<<<<<<<<<<<<<<<,803452160,Josue Gomes
TI546135,SALES,RAEL,21/08/1986,M,SILVA DE GONCALVES/CE,LIZ RAMOS,ANA FONSECA,SR/PF/CE,10/04/2022,07/04/2032,P<USASALES<<RAEL<<<<<<<<<<<<<<<<<<<<<<<<<<<<,TI546135<7USA8608218M320407<<<<<<<<<<<<<<<<<,321658474,Rael Sales
FU783081,DA LUZ,ANA CECILIA,29/09/1997,F,MORAES/AM,THOMAS REZENDE,ALEXIA ALVES,SR/PF/AM,12/09/2024,10/09/2034,P<USADA<LUZ<<ANA<CECILIA<<<<<<<<<<<<<<<<<<<<,FU783081<7USA9709298F340910<<<<<<<<<<<<<<<<<,286310478,Ana Cecilia Da Luz
IT172056,MELO,MATHIAS,14/11/2005,M,SANTOS DO OESTE/MS,ARTHUR MIGUEL CIRINO,OLIVIA MACHADO,SR/PF/MS,10/10/2023,07/10/2033,P<USAMELO<<MATHIAS<<<<<<<<<<<<<<<<<<<<<<<<<<,IT172056<7USA0511148M331007<<<<<<<<<<<<<<<<<,536207811,Mathias Melo
UA314209,MARQUES,JOAO,16/10/1961,M,DA CRUZ DA PRATA/SE,ANA CECILIA CAMPOS,HELENA SIQUEIRA,SR/PF/SE,30/11/2021,28/11/2031,P<USAMARQUES<<JOAO<<<<<<<<<<<<<<<<<<<<<<<<<<,UA314209<7USA6110168M311128<<<<<<<<<<<<<<<<<,864051372,Joao Marques
HO977618,BORGES,BELLA,25/06/1973,F,SIQUEIRA/RO,ISIS FARIAS,LUCAS GABRIEL GARCIA,SR/PF/RO,03/07/2024,01/07/2034,P<USABORGES<<BELLA<<<<<<<<<<<<<<<<<<<<<<<<<<,HO977618<7USA7306258F340701<<<<<<<<<<<<<<<<<,516873027,Bella Borges
PJ777378,CIRINO,GABRIELA,24/02/1985,F,SALES DO GALHO/AC,JOSE MIGUEL DA CUNHA,SR. BENTO ROCHA,SR/PF/AC,09/11/2022,06/11/2032,P<USACIRINO<<GABRIELA<<<<<<<<<<<<<<<<<<<<<<<,PJ777378<7USA8502248F321106<<<<<<<<<<<<<<<<<,203751486,Gabriela Cirino
SP527755,CAVALCANTI,LUANA,11/03/1959,F,MORAES/AM,CLARA DA ROSA,ANA CAROLINA SAMPAIO,SR/PF/AM,25/05/2025,23/05/2035,P<USACAVALCANTI<<LUANA<<<<<<<<<<<<<<<<<<<<<<,SP527755<7USA5903118F350523<<<<<<<<<<<<<<<<<,164823050,Luana Cavalcanti
IZ940389,FERNANDES,LUIGI,16/06/1987,M,CASTRO/BA,JOSE MIGUEL PASTOR,MARIA LUIZA NUNES,SR/PF/BA,20/06/2023,17/06/2033,P<USAFERNANDES<<LUIGI<<<<<<<<<<<<<<<<<<<<<<<,IZ940389<7USA8706168M330617<<<<<<<<<<<<<<<<<,508763241,Luigi Fernandes
TC053318,GONCALVES,KAMILLY,22/12/1965,F,FERNANDES/ES,JOAO GUILHERME MENDES,MARIA JULIA PASTOR,SR/PF/ES,19/04/2022,16/04/2032,P<USAGONCALVES<<KAMILLY<<<<<<<<<<<<<<<<<<<<<,TC053318<7USA6512228F320416<<<<<<<<<<<<<<<<<,73218504X,Kamilly Goncalves
XR160479,MONTENEGRO,KEVIN,17/03/1999,M,VIANA DE LIMA/PA,SRTA. JULIA SAMPAIO,SR. THEO SILVA,SR/PF/PA,27/04/2022,24/04/2032,P<USAMONTENEGRO<<KEVIN<<<<<<<<<<<<<<<<<<<<<<,XR160479<7USA9903178M320424<<<<<<<<<<<<<<<<<,452870616,Kevin Montenegro
VD808255,MELO,JOAO LUCAS,10/01/1968,M,CASA GRANDE/MS,OTTO SILVA,SABRINA CARDOSO,SR/PF/MS,09/02/2025,07/02/2035,P<USAMELO<<JOAO<LUCAS<<<<<<<<<<<<<<<<<<<<<<<,VD808255<7USA6801108M350207<<<<<<<<<<<<<<<<<,702531480,Joao Lucas Melo
ZD253252,DA MOTA,BIANCA,03/06/1999,F,ARAGAO DO GALHO/MS,MARIA LIZ BRITO,LUIZA PEIXOTO,SR/PF/MS,18/11/2024,16/11/2034,P<USADA<MOTA<<BIANCA<<<<<<<<<<<<<<<<<<<<<<<<,ZD253252<7USA9906038F341116<<<<<<<<<<<<<<<<<,217638545,Bianca Da Mota
EJ649431,SA,MELISSA,30/12/1956,F,MENDONCA DE MINAS/RO,ANA BEATRIZ PINTO,KEVIN PEREIRA,SR/PF/RO,06/03/2025,04/03/2035,P<USASA<<MELISSA<<<<<<<<<<<<<<<<<<<<<<<<<<<<,EJ649431<7USA5612308F350304<<<<<<<<<<<<<<<<<,046217356,Melissa Sa
DA637511,SOUZA,MARIA CECILIA,22/08/1958,F,DAS NEVES/GO,JOAO PIMENTA,BELLA DUARTE,SR/PF/GO,21/07/2023,18/07/2033,P<USASOUZA<<MARIA<CECILIA<<<<<<<<<<<<<<<<<<<,DA637511<7USA5808228F330718<<<<<<<<<<<<<<<<<,684512737,Maria Cecilia Souza
FK610490,RAMOS,JOAQUIM,21/05/1968,M,FREITAS DO CAMPO/PB,ISABELLY DA CRUZ,DR. LUIZ FERNANDO COSTA,SR/PF/PB,31/05/2022,28/05/2032,P<USARAMOS<<JOAQUIM<<<<<<<<<<<<<<<<<<<<<<<<<,FK610490<7USA6805218M320528<<<<<<<<<<<<<<<<<,105237644,Joaquim Ramos
PW182758,MOREIRA,FERNANDA,31/08/1959,F,COSTELA VERDE/PB,DAVI LUCAS DUARTE,LEONARDO SA,SR/PF/PB,26/10/2022,23/10/2032,P<USAMOREIRA<<FERNANDA<<<<<<<<<<<<<<<<<<<<<<,PW182758<7USA5908318F321023<<<<<<<<<<<<<<<<<,307861454,Fernanda Moreira
DI570685,CARVALHO,EMILLY,09/08/1985,F,CASSIANO/CE,EMILLY FOGACA,SABRINA MENDONCA,SR/PF/CE,07/04/2023,04/04/2033,P<USACARVALHO<<EMILLY<<<<<<<<<<<<<<<<<<<<<<<,DI570685<7USA8508098F330404<<<<<<<<<<<<<<<<<,670534183,Emilly Carvalho
NG669541,RIBEIRO,VINICIUS,10/03/1962,M,SIQUEIRA/AP,YURI FOGACA,YAN VASCONCELOS,SR/PF/AP,14/09/2024,12/09/2034,P<USARIBEIRO<<VINICIUS<<<<<<<<<<<<<<<<<<<<<<,NG669541<7USA6203108M340912<<<<<<<<<<<<<<<<<,561243876,Vinicius Ribeiro
HO125436,MACEDO,PEDRO,05/12/1953,M,SOUZA DE MINAS/MG,LUIZ GUSTAVO DA CRUZ,ISAAC CARDOSO,SR/PF/MG,06/03/2024,04/03/2034,P<USAMACEDO<<PEDRO<<<<<<<<<<<<<<<<<<<<<<<<<<,HO125436<7USA5312058M340304<<<<<<<<<<<<<<<<<,564320870,Pedro Macedo
JO272887,MONTEIRO,MURILO,09/09/1975,M,ALMEIDA DO GALHO/RO,LIZ MARQUES,MELISSA PEIXOTO,SR/PF/RO,09/08/2022,06/08/2032,P<USAMONTEIRO<<MURILO<<<<<<<<<<<<<<<<<<<<<<<,JO272887<7USA7509098M320806<<<<<<<<<<<<<<<<<,504628318,Murilo Monteiro
PG424997,MOURA,BEATRIZ,29/11/1951,F,PINTO DO CAMPO/CE,LARA SA,MARIA HELENA CAMPOS,SR/PF/CE,07/11/2022,04/11/2032,P<USAMOURA<<BEATRIZ<<<<<<<<<<<<<<<<<<<<<<<<<,PG424997<7USA5111298F321104<<<<<<<<<<<<<<<<<,260153485,Beatriz Moura
KU145769,DAS NEVES,FERNANDA,18/09/1977,F,ABREU GRANDE/RN,ARTHUR MIGUEL COSTELA,LUCAS GABRIEL VIANA,SR/PF/RN,21/09/2024,19/09/2034,P<USADAS<NEVES<<FERNANDA<<<<<<<<<<<<<<<<<<<<,KU145769<7USA7709188F340919<<<<<<<<<<<<<<<<<,658124730,Fernanda Das Neves
NL495670,DA LUZ,NICOLAS,19/08/1959,M,TEIXEIRA DE GOIAS/TO,MAITE MARQUES,DR. VICENTE NOGUEIRA,SR/PF/TO,30/06/2023,27/06/2033,P<USADA<LUZ<<NICOLAS<<<<<<<<<<<<<<<<<<<<<<<<,NL495670<7USA5908198M330627<<<<<<<<<<<<<<<<<,28763405X,Nicolas Da Luz
HY580356,MARQUES,ESTER,07/06/1985,F,RIBEIRO/MT,YURI CAVALCANTI,DR. JOAO FELIPE BARBOSA,SR/PF/MT,14/04/2024,12/04/2034,P<USAMARQUES<<ESTER<<<<<<<<<<<<<<<<<<<<<<<<<,HY580356<7USA8506078F340412<<<<<<<<<<<<<<<<<,085143625,Ester Marques
TB548686,PIRES,CLARA,06/03/1975,F,PACHECO ALEGRE/TO,CAROLINA DA MOTA,EVELYN SANTOS,SR/PF/TO,05/06/2024,03/06/2034,P<USAPIRES<<CLARA<<<<<<<<<<<<<<<<<<<<<<<<<<<,TB548686<7USA7503068F340603<<<<<<<<<<<<<<<<<,547813028,Clara Pires
YM751881,PORTO,MARIA EDUARDA,14/10/2003,F,CASA GRANDE/RJ,JUAN CAVALCANTE,IAN DA CONCEICAO,SR/PF/RJ,04/02/2024,01/02/2034,P<USAPORTO<<MARIA<EDUARDA<<<<<<<<<<<<<<<<<<<,YM751881<7USA0310148F340201<<<<<<<<<<<<<<<<<,852640134,Maria Eduarda Porto
QF635550,MACHADO,GAEL,18/06/1974,M,DAS NEVES DO NORTE/SP,DR. KAIQUE CARVALHO,BRENDA MARQUES,SR/PF/SP,06/09/2024,04/09/2034,P<USAMACHADO<<GAEL<<<<<<<<<<<<<<<<<<<<<<<<<<,QF635550<7USA7406188M340904<<<<<<<<<<<<<<<<<,83570421X,Gael Machado
FF948164,FREITAS,ANDRE,25/07/1989,M,RIBEIRO DA MATA/PE,AMANDA CAMARGO,ANTHONY GABRIEL MOREIRA,SR/PF/PE,15/11/2025,13/11/2035,P<USAFREITAS<<ANDRE<<<<<<<<<<<<<<<<<<<<<<<<<,FF948164<7USA8907258M351113<<<<<<<<<<<<<<<<<,601257832,Andre Freitas
ZH399738,MONTENEGRO,STELLA,08/06/1974,F,MARQUES/GO,MARCOS VINICIUS CORREIA,MARIAH PIMENTA,SR/PF/GO,27/10/2025,25/10/2035,P<USAMONTENEGRO<<STELLA<<<<<<<<<<<<<<<<<<<<<,ZH399738<7USA7406088F351025<<<<<<<<<<<<<<<<<,53018624X,Stella Montenegro
VS965183,ABREU,PEDRO MIGUEL,21/02/1970,M,RAMOS DA SERRA/CE,HELENA ALVES,SRTA. ANA BEATRIZ MONTEIRO,SR/PF/CE,11/05/2024,09/05/2034,P<USAABREU<<PEDRO<MIGUEL<<<<<<<<<<<<<<<<<<<<,VS965183<7USA7002218M340509<<<<<<<<<<<<<<<<<,472135089,Pedro Miguel Abreu
OD463685,SOUZA,MARIANE,11/07/1974,F,ANDRADE/PA,CECILIA FONSECA,DRA. ELISA ROCHA,SR/PF/PA,31/07/2024,29/07/2034,P<USASOUZA<<MARIANE<<<<<<<<<<<<<<<<<<<<<<<<<,OD463685<7USA7407118F340729<<<<<<<<<<<<<<<<<,627845319,Mariane Souza
RP552005,BARBOSA,HENRY GABRIEL,23/08/1982,M,MOURA DOS DOURADOS/AP,JOAO GABRIEL PIRES,ANTHONY CASSIANO,SR/PF/AP,08/09/2022,05/09/2032,P<USABARBOSA<<HENRY<GABRIEL<<<<<<<<<<<<<<<<<,RP552005<7USA8208238M320905<<<<<<<<<<<<<<<<<,476513820,Henry Gabriel Barbosa
QD032670,VIANA,LORENZO,31/05/1966,M,DIAS/PB,HELOISA BORGES,LIZ BARROS,SR/PF/PB,18/07/2021,16/07/2031,P<USAVIANA<<LORENZO<<<<<<<<<<<<<<<<<<<<<<<<<,QD032670<7USA6605318M310716<<<<<<<<<<<<<<<<<,538710627,Lorenzo Viana
BE909088,DA PAZ,LEO,17/06/1969,M,ARAGAO/PI,DRA. EMANUELLY BARROS,SRTA. JULIA NASCIMENTO,SR/PF/PI,15/02/2022,13/02/2032,P<USADA<PAZ<<LEO<<<<<<<<<<<<<<<<<<<<<<<<<<<<,BE909088<7USA6906178M320213<<<<<<<<<<<<<<<<<,281736406,Leo Da Paz
YM424461,FONSECA,ALICIA,30/03/1974,F,NOGUEIRA/BA,DR. VITOR GABRIEL NOVAIS,SRA. VALENTINA BARROS,SR/PF/BA,05/08/2024,03/08/2034,P<USAFONSECA<<ALICIA<<<<<<<<<<<<<<<<<<<<<<<<,YM424461<7USA7403308F340803<<<<<<<<<<<<<<<<<,317850465,Alicia Fonseca
HH094037,CAMPOS,BRYAN,02/05/1960,M,DA MATA/RJ,LARISSA DA MOTA,SRTA. ANA JULIA COSTELA,SR/PF/RJ,12/12/2024,10/12/2034,P<USACAMPOS<<BRYAN<<<<<<<<<<<<<<<<<<<<<<<<<<,HH094037<7USA6005028M341210<<<<<<<<<<<<<<<<<,346850174,Bryan Campos
GF468075,SANTOS,BENTO,13/09/1952,M,FONSECA/RO,RAFAEL PORTO,YURI REZENDE,SR/PF/RO,28/12/2020,26/12/2030,P<USASANTOS<<BENTO<<<<<<<<<<<<<<<<<<<<<<<<<<,GF468075<7USA5209138M301226<<<<<<<<<<<<<<<<<,346501283,Bento Santos
CB421047,MARQUES,MARCELO,05/11/1984,M,PACHECO/PB,VICENTE RODRIGUES,EDUARDA VIEIRA,SR/PF/PB,24/11/2021,22/11/2031,P<USAMARQUES<<MARCELO<<<<<<<<<<<<<<<<<<<<<<<,CB421047<7USA8411058M311122<<<<<<<<<<<<<<<<<,326815740,Marcelo Marques
LV259742,NASCIMENTO,DAVI LUCCA,15/12/1964,M,FERREIRA/MA,ALICIA RAMOS,ANA LUIZA RODRIGUES,SR/PF/MA,28/03/2024,26/03/2034,P<USANASCIMENTO<<DAVI<LUCCA<<<<<<<<<<<<<<<<<,LV259742<7USA6412158M340326<<<<<<<<<<<<<<<<<,107283463,Davi Lucca Nascimento
SE786418,LOPES,ISADORA,15/05/1988,F,RIOS DOS DOURADOS/PE,MATHIAS ANDRADE,DR. LUCAS CAMARA,SR/PF/PE,28/06/2025,26/06/2035,P<USALOPES<<ISADORA<<<<<<<<<<<<<<<<<<<<<<<<<,SE786418<7USA8805158F350626<<<<<<<<<<<<<<<<<,012683577,Isadora Lopes
FP600717,COSTELA,CATARINA,04/05/1952,F,RIOS ALEGRE/TO,DANILO CARVALHO,BARBARA DA MOTA,SR/PF/TO,28/04/2023,25/04/2033,P<USACOSTELA<<CATARINA<<<<<<<<<<<<<<<<<<<<<<,FP600717<7USA5205048F330425<<<<<<<<<<<<<<<<<,268173540,Catarina Costela
KG878443,BRITO,PIETRO,21/06/1990,M,MACEDO DA PRAIA/BA,DRA. ANA LIZ NOVAES,FERNANDA DA ROSA,SR/PF/BA,26/09/2023,23/09/2033,P<USABRITO<<PIETRO<<<<<<<<<<<<<<<<<<<<<<<<<<,KG878443<7USA9006218M330923<<<<<<<<<<<<<<<<<,382467103,Pietro Brito
VA720805,SANTOS,MAITE,20/09/1951,F,NUNES/PI,RHAVI DA ROSA,IGOR FERNANDES,SR/PF/PI,05/01/2022,03/01/2032,P<USASANTOS<<MAITE<<<<<<<<<<<<<<<<<<<<<<<<<<,VA720805<7USA5109208F320103<<<<<<<<<<<<<<<<<,134872563,Maite Santos
VT080527,CAMARGO,MARIA LIZ,14/04/1964,F,RODRIGUES DE CAVALCANTI/SE,LARISSA PIRES,JOSE DAS NEVES,SR/PF/SE,23/09/2025,21/09/2035,P<USACAMARGO<<MARIA<LIZ<<<<<<<<<<<<<<<<<<<<<,VT080527<7USA6404148F350921<<<<<<<<<<<<<<<<<,865127049,Maria Liz Camargo
JW713392,PORTO,OLIVIA,12/11/1990,F,SOUZA DE MINAS/AP,DANIEL GARCIA,DR. LUIGI LEAO,SR/PF/AP,07/04/2022,04/04/2032,P<USAPORTO<<OLIVIA<<<<<<<<<<<<<<<<<<<<<<<<<<,JW713392<7USA9011128F320404<<<<<<<<<<<<<<<<<,367205841,Olivia Porto
IK972800,SILVA,EMANUEL,13/01/2004,M,NASCIMENTO/AP,SR. MATHIAS CAMPOS,GUSTAVO HENRIQUE FARIAS,SR/PF/AP,07/04/2023,04/04/2033,P<USASILVA<<EMANUEL<<<<<<<<<<<<<<<<<<<<<<<<<,IK972800<7USA0401138M330404<<<<<<<<<<<<<<<<<,028517635,Emanuel Silva
RM774111,CALDEIRA,SARA,08/08/1975,F,DA CRUZ/MS,DR. EMANUEL ARAGAO,ANDRE CAMARGO,SR/PF/MS,05/11/2025,03/11/2035,P<USACALDEIRA<<SARA<<<<<<<<<<<<<<<<<<<<<<<<<,RM774111<7USA7508088F351103<<<<<<<<<<<<<<<<<,785306419,Sara Caldeira
JZ364947,SA,JOANA,28/01/1963,F,CORREIA/PA,JOAO GABRIEL SANTOS,ENZO SILVA,SR/PF/PA,12/01/2023,09/01/2033,P<USASA<<JOANA<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<,JZ364947<7USA6301288F330109<<<<<<<<<<<<<<<<<,157402861,Joana Sa
CB311772,ALVES,ALICIA,16/01/1950,F,TEIXEIRA DO AMPARO/PI,LAURA DIAS,DRA. ELOAH DA LUZ,SR/PF/PI,29/12/2022,26/12/2032,P<USAALVES<<ALICIA<<<<<<<<<<<<<<<<<<<<<<<<<<,CB311772<7USA5001168F321226<<<<<<<<<<<<<<<<<,615402835,Alicia Alves
BJ058881,PASTOR,ENRICO,29/12/1970,M,AZEVEDO DO CAMPO/DF,MARIA VITORIA REZENDE,MIGUEL MENDONCA,SR/PF/DF,19/12/2024,17/12/2034,P<USAPASTOR<<ENRICO<<<<<<<<<<<<<<<<<<<<<<<<<,BJ058881<7USA7012298M341217<<<<<<<<<<<<<<<<<,630712487,Enrico Pastor
YG913045,PASTOR,MARIA JULIA,15/05/1988,F,SOUSA/AP,AYLA CAMPOS,MURILO NOGUEIRA,SR/PF/AP,04/10/2023,01/10/2033,P<USAPASTOR<<MARIA<JULIA<<<<<<<<<<<<<<<<<<<<,YG913045<7USA8805158F331001<<<<<<<<<<<<<<<<<,83605247X,Maria Julia Pastor
EI800402,MOREIRA,VITORIA,20/03/1977,F,NASCIMENTO DOS DOURADOS/GO,JOSE PEDRO FREITAS,VALENTIM MACEDO,SR/PF/GO,13/11/2023,10/11/2033,P<USAMOREIRA<<VITORIA<<<<<<<<<<<<<<<<<<<<<<<,EI800402<7USA7703208F331110<<<<<<<<<<<<<<<<<,87513046X,Vitoria Moreira
ZP957666,DA ROCHA,NINA,16/06/1988,F,DA LUZ ALEGRE/MS,THOMAS PORTO,OTAVIO FERREIRA,SR/PF/MS,22/03/2022,19/03/2032,P<USADA<ROCHA<<NINA<<<<<<<<<<<<<<<<<<<<<<<<<,ZP957666<7USA8806168F320319<<<<<<<<<<<<<<<<<,873526417,Nina Da Rocha
OC592740,PASTOR,SAMUEL,09/09/1959,M,NOVAES DE MINAS/RN,RAUL MARTINS,AYLLA CAVALCANTE,SR/PF/RN,10/10/2021,08/10/2031,P<USAPASTOR<<SAMUEL<<<<<<<<<<<<<<<<<<<<<<<<<,OC592740<7USA5909098M311008<<<<<<<<<<<<<<<<<,630187526,Samuel Pastor
AB495658,BARROS,CARLOS EDUARDO,30/11/2005,M,SOUZA/AM,AURORA BORGES,LUCAS GABRIEL MENDES,SR/PF/AM,03/10/2023,30/09/2033,P<USABARROS<<CARLOS<EDUARDO<<<<<<<<<<<<<<<<<,AB495658<7USA0511308M330930<<<<<<<<<<<<<<<<<,408271656,Carlos Eduardo Barros
PG632695,ANDRADE,ANA JULIA,15/07/1989,F,CAMARGO DE DA LUZ/CE,YURI VIEIRA,IGOR VIEIRA,SR/PF/CE,25/02/2025,23/02/2035,P<USAANDRADE<<ANA<JULIA<<<<<<<<<<<<<<<<<<<<<,PG632695<7USA8907158F350223<<<<<<<<<<<<<<<<<,617342805,Ana Julia Andrade
VZ578598,RODRIGUES,MARCELO,14/05/1991,M,OLIVEIRA/BA,EMANUEL DIAS,BENTO MORAES,SR/PF/BA,23/05/2023,20/05/2033,P<USARODRIGUES<<MARCELO<<<<<<<<<<<<<<<<<<<<<,VZ578598<7USA9105148M330520<<<<<<<<<<<<<<<<<,675132083,Marcelo Rodrigues
GN577215,SOUSA,BENJAMIM,14/12/1954,M,DA CONCEICAO ALEGRE/CE,LUIZ GUSTAVO CORREIA,BRUNO ANDRADE,SR/PF/CE,05/11/2022,02/11/2032,P<USASOUSA<<BENJAMIM<<<<<<<<<<<<<<<<<<<<<<<<,GN577215<7USA5412148M321102<<<<<<<<<<<<<<<<<,483107268,Benjamim Sousa
QM353949,LOPES,ISABELA,29/08/1980,F,FERNANDES DA PRAIA/PR,JOAO GABRIEL SANTOS,ANA JULIA DIAS,SR/PF/PR,11/04/2023,08/04/2033,P<USALOPES<<ISABELA<<<<<<<<<<<<<<<<<<<<<<<<<,QM353949<7USA8008298F330408<<<<<<<<<<<<<<<<<,248615701,Isabela Lopes
BT570078,AZEVEDO,RAFAELA,09/02/1977,F,PINTO DE DA ROCHA/AC,VALENTIM CARVALHO,VITORIA NOVAIS,SR/PF/AC,21/10/2021,19/10/2031,P<USAAZEVEDO<<RAFAELA<<<<<<<<<<<<<<<<<<<<<<<,BT570078<7USA7702098F311019<<<<<<<<<<<<<<<<<,76453208X,Rafaela Azevedo
BF282329,COSTELA,BENICIO,21/04/1986,M,PACHECO/PB,ARTHUR RAMOS,LUNNA DA COSTA,SR/PF/PB,17/07/2021,15/07/2031,P<USACOSTELA<<BENICIO<<<<<<<<<<<<<<<<<<<<<<<,BF282329<7USA8604218M310715<<<<<<<<<<<<<<<<<,354618076,Benicio Costela
